epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
89,31374.9,1.29475,0.75122,1.107,0.72267,0.5588,0.60125,0.29193,1.92761,1.71717,1.3721,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,31697.7,1.26929,0.73334,1.09365,0.71234,0.56402,0.6003,0.29328,1.92697,1.71899,1.37126,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,32021.7,1.25963,0.72317,1.08756,0.71533,0.5612,0.60011,0.29386,1.92666,1.72248,1.37107,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,32346.1,1.25403,0.71596,1.08502,0.71709,0.56616,0.60188,0.29478,1.92603,1.72553,1.3721,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,32671.9,1.23449,0.70612,1.07323,0.70258,0.57246,0.60202,0.29495,1.92586,1.72512,1.3715,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,32998.4,1.22682,0.69433,1.07346,0.70481,0.57515,0.60266,0.2955,1.92599,1.72579,1.37226,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,33323.1,1.21252,0.68247,1.07032,0.70826,0.57577,0.60424,0.29633,1.92381,1.72602,1.37074,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,33645.8,1.19943,0.67235,1.06104,0.71163,0.57453,0.60447,0.2973,1.92459,1.72642,1.37187,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,33968.4,1.18153,0.65915,1.05452,0.71068,0.57395,0.60497,0.29791,1.92425,1.72684,1.3715,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,34292,1.17242,0.65791,1.04908,0.71351,0.57329,0.60515,0.29843,1.9233,1.72832,1.37157,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,34614.8,1.16601,0.65047,1.04254,0.73534,0.56678,0.60471,0.29934,1.92279,1.7321,1.37208,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,34937.3,1.16421,0.64927,1.04485,0.7263,0.57153,0.606,0.29961,1.92303,1.73502,1.37212,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
